input,output
"['temperatureHotCold | warm', 'timePoint | tonight', 'weatherType | Dry']",Dry and warm again tonight.
"['locationArea | into_the_far_west_of_Northern_Ireland', 'weatherIntensity | Some', 'weatherType | rain']",Some rain edging into the far west of Northern Ireland.
"['temperatureHotCold | hot', 'timePoint | tomorrow', 'weatherType | sunny']",Another hot and sunny day tomorrow.
"['compassDirection | near_continent', 'locationArea | Wales', 'locationArea | across_Northern_England', 'timePoint | through_the_day', 'timePoint | through_the_evening', 'weatherIntensity | more_extensive', 'weatherType | Thunderstorms', 'weatherType | showers', 'weatherType | thunderstorms']","Thunderstorms breaking out through the day, initially home grown showers across Northern England and Wales, but then more extensive thunderstorms push up from the near continent through the evening."
"['gustAmount | gusty_winds', 'weatherIntensity | intense', 'weatherType | downpours', 'weatherType | hail', 'weatherType | lightning']","Some intense downpours, hail, lightning and gusty winds."
"['cloudAmount | cloudy', 'cloudAmount | firework-friendly', 'locationArea | SF', 'temperatureHotCold | cool', 'temperatureHotCold | high', 'timePoint | for_the_next_week']","If you were hoping for high temperatures and firework-friendly skies for the Fourth of July, sorry to disappoint: SF is set to get a dose of its regular cool and cloudy summer weather for the next week."
"['maximumTemperature | low_to_mid-60s', 'timePoint | for_the_next_seven_days']","High temperatures are set to hover in the low to mid-60s for the next seven days, according to drone-powered weather forecasting service Saildrone."
"['maximumTemperature | 67_degrees', 'timePoint | next_Tuesday']","The highest high is scheduled for next Tuesday, at a projected 67 degrees."
"['cloudAmount | Partly_cloudy', 'cloudAmount | mostly_cloudy', 'timePoint | through_the_entire_next_week', 'timePoint | tomorrow_night']","Partly cloudy skies are also forecast to stick around through the entire next week, with the National Weather Service calling for mostly cloudy skies tomorrow night — a letdown for fireworks fans."
"['timePoint | today', 'windSpeedBft | 14_mph', 'windSpeedBft | over_10_mph']","Winds will reach a modest high of 14 mph today, with daily top speeds over 10 mph."
"['locationArea | Oklahoma_City', 'temperatureHotCold | hot', 'timePoint | seven-day', 'timePoint | through_Saturday']","The weather report shows more hot temperatures are in store for Oklahoma City, due to last through Saturday, according to the seven-day forecast from drone-powered weather service Saildrone."
"['maximumTemperature | 101', 'maximumTemperature | 99_degrees', ""timePoint | Tuesday's""]",Your weather today includes a high temperature of 99 degrees and Tuesday's high will be 101.
"['timePoint | in_a_few_days', 'weatherType | Rain']",Rain could arrive in a few days.
"['precipitationAmount | 0.09_inches', ""timePoint | Thursday's"", 'weatherOccurringChance | 80_percent', 'weatherType | rain', 'weatherType | rainfall']","Thursday's forecast shows the greatest likelihood of rain at 80 percent, with predicted rainfall of 0.09 inches."
"['cloudAmount | cloudy', 'cloudAmount | mostly_cloudy', 'timePoint | Tuesday_through_Wednesday', 'timePoint | today']",Skies will be mostly cloudy today and cloudy Tuesday through Wednesday.
"['timePoint | throughout_the_week', 'windAmount | light', 'windSpeedBft | 11_mph']","Winds will stay light throughout the week, with the highest speeds today at only 11 mph."
['locationArea | entire_northwest_India'],The Met department said the weather conditions have arose due to a prevailing western disturbance over the entire northwest India.
"['locationArea | Delhi', 'locationArea | New_Delhi', 'timePoint | today', 'weatherIntensity | moderate', 'weatherType | rainfall', 'weatherType | thundershowers', 'windAmount | strong']","New Delhi: Delhi is likely to witness moderate rainfall and thundershowers today with strong winds, the Meteorological Department (Met) said."
"['locationArea | Delhi', 'weatherArea | isolated', 'weatherOccurringChance | likely', 'weatherType | hailstorm', 'windSpeedBft | 25-35_kilometre_per_hour']","The surface wind speed may exceed 25-35 kilometre per hour, the weatherman said, adding hailstorm is likely at isolated pockets in Delhi."
['locationArea | entire_northwest_India'],The Met department said the weather conditions have arose due to a prevailing western disturbance over the entire northwest India.
"['maximumTemperature | 24', 'minimumTemperature | 12_degrees']","""The maximum and minimum temperatures are likely to hover at 24 and 12 degrees Celsius respectively,"" it said."
"['locationArea | Delhi', 'maximumTemperature | 25_degrees_Celsius', 'minimumTemperature | 9_degrees_Celsius', ""temperatureCelsius | two_notches_above_the_season's_average"", 'timePoint | Tuesday', 'weatherType | clear']","Delhi skies remained clear on Tuesday with the maximum temperature rising to settle at 25 degrees Celsius, two notches above the season's average, while the minimum temperature settled at 9 degrees Celsius."
"['locationArea | Royal_Portrush', 'timePoint | Saturday', 'timePoint | Sunday']","Saturday should be a beauty, Sunday could be a beast at Royal Portrush."
"['cloudAmount | partly-cloudy', 'timePoint | weekend', 'weatherOccurringChance | 10-percent', 'weatherType | rain', 'weatherType | sunny']","The weekend weather forecast for the 148th Open calls for partly-cloudy - to - sunny skies during the third round, but only a 10-percent chance of rain."
"['gustVelocity | 20', 'maximumTemperature | 66', 'windSpeedBft | 10-15']","Winds are expected to blow between 10-15 mph, with gusts up to 20 mph, and a high of 66 degrees Fahrenheit."
['timePoint | Sunday'],"Sunday, however, could be a little less inviting to the players."
"['timePoint | afternoon', 'timePoint | evening', 'weatherFrequency | Outbreaks', 'weatherType | rain']","“Outbreaks of rain” are likely for the afternoon and evening of the final round, according to The Open’s official forecast."
"['gustVelocity | 35', 'timePoint | late_in_the_day', 'windSpeedBft | 20']","Winds could strengthen to a sustained 20 mph, with gusts as high as 35 mph late in the day."
"['locationArea | Connacht', 'temperatureCelsius | 15C', 'temperatureCelsius | 20C', 'temperatureHotCold | warmest', 'timePoint | Monday']",Monday will see temperatures of 15C to 20C with the Connacht being the warmest part of the country
"['temperatureCelsius | 21C', 'temperatureHotCold | warm', 'timePoint | this_week']",The warm spell is set continue as temperatures will hit a scorching 21C this week.
['timePoint | week'],So slap that sunscreen on as Met Eireann has forecast a sunny week ahead.
"['locationArea | Connacht', 'temperatureCelsius | 15C', 'temperatureCelsius | 20C', 'temperatureHotCold | warmest', 'timePoint | Monday']",Monday will see temperatures of 15C to 20C with Connacht being the warmest part of the country.
"['minimumTemperature | 5C', 'minimumTemperature | 8C.', 'timePoint | Monday_night', 'weatherType | Dry']",Dry weather will continue into Monday night with lowest temperatures of 5C to 8C.
"['temperatureCelsius | 21C.', 'temperatureHotCold | warmest', 'timePoint | Tuesday']",Tuesday will be the warmest day of the week with temperatures hitting 21C.
"['timePoint | Tuesday', 'weatherIntensity | mostly', 'weatherType | dry', 'weatherType | sunny']",A Met Eireann forecaster said: “Tuesday will continue dry and mostly sunny.
"['maximumTemperature | 16C', 'maximumTemperature | 21C', 'windAmount | moderate', 'windDirection | south_to_southeast']",Highest temperatures of 16C to 21C with moderate south to southeast breezes.
"['locationArea | in_the_midlands_and_Connacht', 'locationArea | on_east_and_south_coasts', 'temperatureHotCold | coolest', 'temperatureHotCold | warmest']",“It will be the coolest on east and south coasts and warmest in the midlands and Connacht.
"['minimumTemperature | 7C', 'minimumTemperature | 8C.', 'timePoint | Tuesday_night', 'weatherFrequency | spells', 'weatherType | clear', 'weatherType | dry']",“Tuesday night will be dry with clear spells. Lowest temperatures of 7C or 8C.”
"['cloudAmount | cloudier', 'cloudChange | bit', 'locationArea | in_the_west', 'timePoint | Wednesday', 'timePoint | later_in_the_day', 'weatherType | dry']",Wednesday will be dry and it will turn a bit cloudier in the west later in the day.
"['maximumTemperature | 15C', 'maximumTemperature | 20C', 'windAmount | moderate', 'windDirection | southeast']",“Highest temperatures of 15C to 20C with moderate southeast breezes.
"['timePoint | Thursday', 'weatherFrequency | spells', 'weatherIntensity | largely', 'weatherType | dry', 'weatherType | sunny']",“Thursday will continue largely dry with sunny spells.
"['cloudAmount | cloud', 'cloudChange | bit_more', 'timePoint | later_in_the_day', 'timePoint | previous_days', 'weatherFrequency | one_or_two', 'weatherOccurringChance | possibility', 'weatherType | isolated_showers']",There will be a bit more cloud than previous days with a possibility of one or two isolated showers later in the day.
"['maximumTemperature | 15C', 'maximumTemperature | 20C', 'windAmount | light', 'windDirection | easterly']",“Highest temperatures of 15C to 20C with light easterly breezes.
"['timePoint | Friday', 'weatherType | dry']",“Friday will start off dry.
"['compassDirection | westwards', 'locationArea | in_the_east_and_south', 'timePoint | through_the_afternoon', 'weatherType | showers']","However, showers will develop in the east and south and will spread westwards across the country through the afternoon."
"['locationArea | in_the_east', 'locationArea | in_the_west', 'maximumTemperature | 12C', 'temperatureCelsius | 17C', 'temperatureHotCold | cooler', 'windAmount | light_to_moderate', 'windDirection | easterly']",“It will be noticeably cooler with light to moderate easterly breezes and highest temperatures ranging from 12C in the east to 17C in the west.”
"['cloudAmount | partly_cloudy_to_cloudy', 'locationArea | MANILA,_Philippines', 'locationArea | Metro_Manila', 'locationArea | rest_of_the_country', 'timePoint | Tuesday']","MANILA, Philippines – Metro Manila and the rest of the country will have partly cloudy to cloudy skies on Tuesday, the state weather bureau said."
"['timePoint | 4_a.m.', 'weatherArea | localized', 'weatherType | isolated_rain_showers', 'weatherType | thunderstorms']","In its 4 a.m. weather bulletin, the Philippine Atmospheric, Geophysical and Astronomical Services Administration (Pagasa) announced isolated rain showers due to localized thunderstorms may also prevail."
"['locationArea | in_rain-hit_areas', 'weatherType | flash_floods', 'weatherType | landslides']",Pagasa likewise warned that flash floods and landslides are possible in rain-hit areas.
"['weatherType | 2,420_kilometers_east_of_Central_Luzon', 'weatherType | Typhoon_Hagibis']","Meanwhile, the state weather bureau said that Typhoon Hagibis was last spotted 2,420 kilometers east of Central Luzon."
