input,output
"['batterName | Coghlan', 'pitchNumber | second', 'pitchResult | homered', ""pitcherName | Jimmy_Nelson's""]",Coghlan homered on Jimmy Nelson's second pitch of the game.
"['inningNumber | third', 'pitchResult | doubled', 'scoreNumber | three']",He also doubled in the third and scored three times.
"['outNumber | three', 'pitcherName | Hector_Rondon', 'pitcherName | Neil_Ramirez', 'pitcherRecord | 3-3', 'pitcherSaveRecord | 28th_save_in_32_chances', 'scoreNumber | perfect', 'winLossType | win']",Neil Ramirez (3-3) pitched a perfect inning for the win and Hector Rondon got three outs for his 28th save in 32 chances.
"['hitNumber | six', 'inningsPitched | 4_1/3', 'pitcherName | Nelson', 'pitcherRecord | 2-9', 'runNumber | five']",Nelson (2-9) was charged with five runs and six hits in 4 1/3 innings.
"['batterName | Baez', 'pitchNumber | three', 'pitchResult | singled', 'runNumber | two']",Baez singled in each of his first three plate appearances and drove in two runs.
"['gameNumber | 50', 'hitNumber | three-hit', 'matchDate | Aug._5']",It was his second three-hit performance in 50 games since joining the team on Aug. 5.
"['gameNumber | third', 'hitNumber | three', 'homeRunNumber | two', 'matchDate | Aug._7']","He also had three hits, including two home runs, in his third game on Aug. 7."
['teamName | Tampa_Bay_Rays'],A little misfortune wasn't enough to discourage the Tampa Bay Rays.
"['finalScore | 3-1', 'hasLostTeam | Rays', 'hasWonTeam | Boston', 'hitNumber | three']",The Rays held Boston to just three hits in the opening game of a doubleheader and still lost 3-1.
"['finalScore | 6-2', 'gameTally | split', 'matchDate | Tuesday_night', 'pitchResult | triple_play', 'teamName | Rays', 'teamName | Tampa_Bay']","Tampa Bay hit into a triple play in the nightcap, but that only stalled the Rays briefly as they clinched a split with a 6-2 victory on Tuesday night."
"['standingsGames | nine', 'teamName | Rays', 'teamName | Red_Sox']",The Rays finished the day right where they started it -- nine games behind the Red Sox.
['matchDate | September'],That's better than losing ground with September coming quickly.
"['locationPlayed | Fenway_Park', 'matchDate | Wednesday_afternoon', 'teamName | Tampa_Bay']","The three-game series wraps up Wednesday afternoon at Fenway Park, where Tampa Bay is certain to have a fresh bullpen."
"['hitNumber | three', 'pitcherName | James_Shields', 'pitcherName | Jeff_Niemann', 'strikeOutNumber | 10', 'teamName | Red_Sox']","James Shields pitched a complete game in the opener, then Jeff Niemann went the distance in the second game, striking out 10 and holding the Red Sox to just three hits."
"['inningNumber | second', 'teamName | Red_Sox', 'unearnedRunsNumber | two']",The Red Sox couldn't overcome two unearned runs in the second inning of the nightcap.
"['matchDate | 1994', 'matchStreakNumber | first', 'pitchResult | triple_play', 'teamName | Boston']",Boston also couldn't capitalize on its first triple play since 1994.
"['gameNumber | seventh', 'inningsPitched | complete_game', 'pitcherName | Niemann', 'pitcherRecord | 8-4', 'winLossType | won']",Niemann (8-4) pitched his first complete game of the season and won his seventh straight decision.
"['competitionName | American_League_East', 'gameNumber | eight', 'teamName | Tampa_Bay', 'winLossRecord | sixth', 'winLossType | won']",Tampa Bay won for the sixth time in eight games and avoided falling any further behind in the American League East.
"['batterName | Desmond_Jennings', 'matchDate | Tuesday_night', 'pitchResult | solo_homer', 'pitcherName | Erik_Bedard', 'pitcherRecord | 4-8', 'scoreTally | 3-1', 'teamName | Tampa']","Rookie Desmond Jennings, who robbed Dustin Pedroia of an extra-base by backing into the left-field scoreboard to make a catch in the first, hit a solo homer off of Erik Bedard ( 4-8 ) to put Tampa up 3-1 in the fifth Tuesday night."
"['baseStolen | double-steal', ""batterName | Ben_Zobrist's"", 'inningNumber | eighth', 'scoreNumber | three', 'teamName | Rays', 'teamName | Tampa_Bay']","Tampa Bay added three in the eighth, including Ben Zobrist's run during a botched rundown that ended up being a double-steal for the Rays."
"['baseNumber | second', 'batterName | B.J._Upton', 'batterName | Casey_Kotchman', 'hasScored | True']","Casey Kotchman followed with a hit that drove in B.J. Upton, who had advanced to second during rundown."
"['batterName | Jacoby_Ellsbury', 'batterName | Jason_Varitek', 'pitchResult | solo_homers', 'teamName | Boston']",Jason Varitek and Jacoby Ellsbury hit solo homers for Boston.
"[""batterName | Ellsbury's"", 'homeRunNumber | second']",Ellsbury's was his second of the day.
"['runNumber | three-run', 'teamName | Red_Sox']",He hit a three-run shot that lifted the Red Sox in the opener.
"['batterName | Ellsbury', 'batterName | Varitek', 'locationPlayed | Seattle', 'matchDate | July_29', 'pitcherName | Niemann', 'strikeOutNumber | 10', 'teamName | Boston']","Varitek and Ellsbury were the only Boston players who could solve Niemann, whose 10 strikeouts were one off his career high, set July 29 at Seattle."
"['baseNumber | first', 'baseNumber | second', 'batterName | Sean_Rodriguez', 'outNumber | nobody', 'pitchResult | triple_play', 'pitchResultNumber | second', 'teamName | Tampa_Bay']","Tampa Bay had a great chance to blow the game open earlier with runners at first and second with nobody out, but Sean Rodriguez had the misfortune of hitting into the second triple play in the majors in as many nights."
"['batterName | Kotchman', 'batterName | Upton', 'inningNumber | fourth', 'pitchResult | singles', 'pitcherName | Bedard', 'strikeTrajectory | third', 'strikingType | hard_grounder']","Upton and Kotchman started the top of the fourth inning with singles off Bedard, who got out of the jam when Rodriguez hit a hard grounder to third."
"['baseNumber | first', 'batterName | Rodriguez', 'fielderName | Jed_Lowrie', 'fielderName | Pedroia']","Jed Lowrie fielded it cleanly, stepped on the base and fired it to Pedroia, who got the ball off quickly to Adrian Gonzalez at first and beat Rodriguez to the bag."
"['matchDate | Monday_night', 'teamName | Los_Angeles_Dodgers', 'teamName | Milwaukee_Brewers']",The Milwaukee Brewers also turned one Monday night against the Los Angeles Dodgers.
"['matchDate | May_22-23,_1981', 'pitchResult | triple_plays']","According to STATS LLC, the last time there were triple plays on consecutive days was May 22-23, 1981."
"['matchDate | 22nd', 'pitchResult | triple_play', 'teamName | Mariners']","On the 22nd, the Mariners converted a triple play against the Rangers."
"['pitchResult | triple_play', 'teamName | Cleveland_Indians']","The next day, the Cleveland Indians converted a triple play against the Yankees."
"['inningNumber | second', 'pitchNumber | 46', 'pitcherName | Bedard']",Bedard had thrown 46 pitches by the time he got out of the second inning.
"['batterName | Upton', 'batterName | Zobrist', 'batterName | Zobrist', 'fielderName | Lowrie', 'hasScored | True', 'strikingType | bunt', 'throwDirection | home']","Zobrist led it off with a bunt single, Upton singled to right and Kotchman hit into a fielder's choice that allowed Zobrist to score on a bad throw to home by Lowrie."
"['baseNumber | second', 'batterName | Kotchman', 'fielderName | Varitek']",The throw got behind Varitek and Kotchman made it to second base.
"['batterName | Matt_Joyce', 'batterName | Upton', 'hasScored | True', ""strikingType | fielder's_choice""]",Matt Joyce followed with another fielder's choice that scored Upton.
"['atBatNumber | four', ""batterName | Ryan_Dempster's"", 'inningNumber | 33-inning', 'scoreNumber | scoreless']",Ryan Dempster's 33-inning scoreless streak was over after four at-bats.
['pitcherName | Kyle_Lohse'],The unanticipated early cushion was plenty for Kyle Lohse.
"['finalScore | 4-1', 'hasLostTeam | Chicago_Cubs', ""hasWonTeam | St._Louis_Cardinals'"", 'inningsPitched | seven', 'matchDate | Friday_night', 'pitcherName | Dempster', 'pitcherName | Lohse', 'runNumber | three']",Lohse worked seven strong innings with less than his best and the St. Louis Cardinals' slumbering offense opened with three quick runs against Dempster in a 4-1 victory over the Chicago Cubs on Friday night.
"['batterName | Matt_Holliday', 'inningNumber | third', 'strikeTrajectory | 438_feet']",Matt Holliday added a home run in the third inning that ESPN's Home Run Tracker calculated at 438 feet.
"['gameNumber | 12', 'pitcherName | Lohse', 'pitcherRecord | 10-2', 'runNumber | three', 'startsNumber | five', 'winLossRecord | fourth', 'winLossType | won']",Lohse (10-2) won his fourth straight decision over five starts to complement a lineup that topped three runs for the first time in 12 games.
"['batterHitsTries | 8-for-51', 'battingAverage | .157', 'competitionName | NL_Central', 'pitcherName | Dempster', 'pitcherRecord | 5-4', 'runNumber | 15', 'standingsGames | five', 'winLossRecord | 1-5']",The defending World Series champions found an unlikely victim in Dempster (5-4) after totaling 15 runs and going 8-for-51 (.157) with runners scoring position on a 1-5 trip that left them five games back in the NL Central to start the day.
"['ERA | 1.86', 'matchDate | May_30', ""matchStreakType | hadn't_allowed_a_run"", 'outNumber | one', 'pitchNumber | six', 'pitchResult | singles', 'pitchResultNumber | four', 'pitcherName | Dempster', 'startsNumber | five', 'winLossType | winning']","Dempster hadn't allowed a run since May 30 while winning five straight starts and entered with a major league-best 1.86 ERA before running into immediate trouble, giving up four straight singles in a span of six pitches with one out."
"['RBI | single', 'batterName | Carlos_Beltran', 'batterName | Yadier_Molina', 'hasScored | True', 'strikingType | groundout']",Carlos Beltran and Yadier Molina each had an RBI single and Lance Berkman drove in a run with a groundout.
"['inningNumber | six', 'pitcherName | Dempster', 'runNumber | four']",Dempster allowed four runs in six innings while under heavy scrutiny from several teams looking to make a deal before the trade deadline.
"[""teamName | Phillies'""]","The streak was the majors' longest since the Phillies' Cliff Lee had a 34-inning run last year, and it was the Cubs' longest since Ken Holtzman also had a 33-inning streak in 1969."
"['inningNumber | first', 'pitcherName | Dempster']",Dempster said trade rumors have nothing to do with what happened in the first inning.
"[""batterName | Holliday's"", 'inningNumber | third', 'outNumber | one-out', 'pitchResult | retired', 'pitchResultNumber | Seven', 'strikeTrajectory | past_Big_Mac_Land_in_left_field', 'teamName | Cardinals']",Seven straight Cardinals were retired before Holliday's one-out clout in the third that soared past Big Mac Land in left field.
"['homeRunNumber | 15th', 'matchDate | July_2-3', 'teamName | Rockies']",It was his 15th of the year and first since he connected in consecutive games July 2-3 against the Rockies.
"['inningNumber | third', 'pitchNumber | 32', 'pitchResult | walk', 'pitcherName | Dempster', 'strikeTrajectory | second', 'strikingType | liner', 'teamName | Cardinals']","The Cardinals worked Dempster for 32 pitches in the third, including a nine-pitch walk by David Freese to load the bases, but came up empty when Rafael Furcal broke his bat on a liner to second."
"['gameNumber | 15', 'hasLostTeam | Cubs', 'locationPlayed | St._Louis', 'winLossRecord | 11th', 'winLossType | lost']",The Cubs lost for the 11th time in their last 15 games in St. Louis.
"['batterName | Skip_Schumaker', 'battingAverage | .431', 'inningNumber | eighth', 'managerName | Mike_Matheny', 'pitcherName | Dempster']","Manager Mike Matheny juggled the lineup with Skip Schumaker, who entered a .431 career hitter against Dempster, at the top and Furcal dropped to eighth for the first time this season."
"['batterHitsTries | 1_for_4', 'batterName | Furcal', 'batterName | Schumaker', 'hitNumber | two', 'pitchResult | third_strike']",Schumaker took a called third strike to open the first and was 1 for 4 while Furcal had two hits.
"['pitcherName | Lohse', 'startsNumber | 15', 'winLossRecord | 13', 'winLossType | won']","Lohse has won 13 of his last 15 starts dating to last season, according to STATS LLC."
"['hitNumber | six', 'inningsPitched | seven_or_more', 'matchStreakNumber | seventh', 'runNumber | a', 'startsNumber | eight', 'strikeOutNumber | four']","He worked seven or more innings for the seventh time in eight starts, allowing a run on six hits with four strikeouts, all but one looking."
"['inningNumber | second', 'pitchResult | walk', 'strikingType | sacrifice_fly', 'teamName | Cubs']","The Cubs opened the second with a walk by Bryan LaHair, a single by Steve Clevenger and a sacrifice fly by Darwin Barney."
"['batterHitsTries | 2_for_15', 'pitcherName | Lohse']","They had only two runners in scoring position against Lohse, and were a collective 2 for 15 with men on."
"['baseNumber | second', 'baseNumber | third', 'batterHitsTries | 0_for_13', 'batterName | Tyler_Greene', 'inningNumber | eighth', 'pitchResult | third_strike', 'pitcherName | Scott_Maine', ""teamName | Cardinals'""]",Tyler Greene is 0 for 13 as a pinch hitter after taking a called third strike from Scott Maine with runners on second and third to end the Cardinals' eighth.
"['inningNumber | ninth', 'pitcherName | Jason_Motte', 'pitcherSaveRecord | 21st_save_in_25_chances', 'teamName | Cubs']","Jason Motte worked a perfect ninth for his 21st save in 25 chances, and first in three chances against the Cubs."
['inningNumber | six'],He needed just six pitches.
['batterName | Brett_Gardner'],BOSTON -- Brett Gardner has never considered himself a home run hitter.
"['batterName | Gardner', 'finalScore | 8-7', 'hasLostTeam | Boston_Red_Sox', 'hasWonTeam | New_York_Yankees', 'hitNumber | three', 'homeRunNumber | 15th', 'inningNumber | sixth', 'matchDate | Sunday_night', 'scoreTally | tiebreaking', 'strikingType | drive', 'winLossType | victory']","Gardner had three hits Sunday night, including a tiebreaking drive in the sixth for his 15th homer, which sent the New York Yankees to an 8-7 victory over the Boston Red Sox."
